timestamps,x_values,y_values,eye_tracker,ivt,idt
202.96,430,934,fixation,fixation,fixation
202.97,442,931,fixation,fixation,fixation
202.98,417,921,fixation,fixation,fixation
202.99,422,923,fixation,fixation,fixation
203.00,407,924,fixation,fixation,fixation
203.00,408,923,fixation,fixation,fixation
203.01,416,928,fixation,fixation,fixation
203.02,419,936,fixation,fixation,fixation
203.03,430,944,fixation,fixation,fixation
203.04,476,967,saccade,saccade,fixation
203.05,462,946,saccade,fixation,fixation
203.05,395,910,saccade,saccade,fixation
203.06,455,883,saccade,saccade,fixation
203.07,462,899,outlier,fixation,fixation
203.08,419,889,outlier,saccade,fixation
203.09,440,921,saccade,saccade,fixation
203.10,401,905,outlier,saccade,fixation
203.10,434,923,outlier,saccade,fixation
203.11,421,941,outlier,fixation,fixation
203.12,429,956,outlier,fixation,fixation
203.13,468,942,saccade,saccade,fixation
203.14,502,924,saccade,saccade,fixation
203.15,584,906,saccade,saccade,saccade
203.15,697,921,saccade,saccade,saccade
203.16,766,903,saccade,saccade,saccade
203.17,863,900,saccade,saccade,saccade
203.18,909,917,saccade,saccade,saccade
203.19,984,932,saccade,saccade,saccade
203.20,1023,926,saccade,saccade,saccade
203.20,1030,928,saccade,fixation,saccade
203.21,1027,926,outlier,fixation,saccade
203.22,1063,925,saccade,saccade,saccade
203.23,1086,938,saccade,fixation,saccade
203.24,1101,938,saccade,fixation,saccade
203.25,1286,915,saccade,saccade,saccade
203.25,1307,907,saccade,fixation,saccade
203.26,1419,889,saccade,saccade,saccade
203.27,1533,854,saccade,saccade,saccade
203.28,1577,844,saccade,saccade,saccade
203.29,1430,882,outlier,saccade,saccade
203.30,1559,874,outlier,saccade,fixation
203.30,1528,878,outlier,fixation,fixation
203.31,1605,866,saccade,saccade,fixation
203.32,1592,855,saccade,fixation,fixation
203.33,1601,853,outlier,fixation,fixation
203.34,1571,859,saccade,fixation,fixation
203.35,1579,891,saccade,fixation,fixation
203.37,1570,899,fixation,fixation,fixation
203.38,1560,891,fixation,fixation,fixation
203.39,1562,887,fixation,fixation,fixation
203.40,1570,900,fixation,fixation,fixation
203.40,1563,910,fixation,fixation,fixation
203.41,1591,902,fixation,fixation,fixation
203.42,1592,899,fixation,fixation,fixation
203.43,1550,894,saccade,saccade,fixation
203.44,1530,891,saccade,fixation,fixation
203.45,1535,898,fixation,fixation,fixation
203.45,1568,894,fixation,fixation,fixation
203.46,1567,893,fixation,fixation,fixation
203.47,1508,885,fixation,saccade,fixation
203.48,1548,890,fixation,saccade,fixation
203.49,1542,886,fixation,fixation,fixation
203.50,1578,883,fixation,saccade,fixation
203.50,1574,898,fixation,fixation,fixation
203.51,1573,904,fixation,fixation,fixation
203.52,1601,886,fixation,fixation,fixation
203.53,1569,913,fixation,saccade,fixation
203.54,1530,917,fixation,saccade,fixation
203.55,1562,905,fixation,fixation,fixation
203.55,1553,870,fixation,saccade,fixation
203.56,1539,884,fixation,fixation,fixation
203.57,1567,905,fixation,saccade,fixation
203.58,1579,897,fixation,fixation,fixation
203.59,1585,895,fixation,fixation,fixation
203.60,1517,901,fixation,saccade,fixation
203.60,1556,887,fixation,saccade,fixation
203.61,1566,887,fixation,fixation,fixation
203.62,1616,881,fixation,saccade,fixation
203.63,1540,893,fixation,saccade,fixation
203.64,1587,864,saccade,saccade,fixation
203.65,1391,858,saccade,saccade,saccade
203.65,1269,785,saccade,saccade,saccade
203.66,1251,768,saccade,fixation,saccade
203.67,1139,747,saccade,saccade,saccade
203.68,1105,685,saccade,saccade,fixation
203.69,1093,698,saccade,fixation,fixation
203.70,1099,691,fixation,fixation,fixation
203.70,1092,695,fixation,fixation,fixation
203.71,1092,694,fixation,fixation,fixation
203.72,1089,688,fixation,fixation,fixation
203.73,1085,682,fixation,fixation,fixation
203.74,1074,699,fixation,fixation,fixation
203.75,1069,705,fixation,fixation,fixation
203.75,1076,711,fixation,fixation,fixation
203.76,1087,689,fixation,fixation,fixation
203.77,1091,685,fixation,fixation,fixation
203.78,1085,685,fixation,fixation,fixation
203.79,1086,686,fixation,fixation,fixation
203.80,1085,679,fixation,fixation,fixation
203.80,1091,674,fixation,fixation,fixation
203.81,1093,673,fixation,fixation,fixation
203.82,1087,643,fixation,fixation,fixation
203.83,1088,665,fixation,fixation,fixation
203.84,1111,668,fixation,fixation,fixation
203.85,1111,671,fixation,fixation,fixation
203.85,1110,669,fixation,fixation,fixation
203.86,1098,673,fixation,fixation,fixation
203.87,1094,684,fixation,fixation,fixation
203.88,1093,665,fixation,fixation,fixation
203.89,1090,666,fixation,fixation,fixation
203.90,1121,659,fixation,fixation,fixation
203.90,1115,680,fixation,fixation,fixation
203.91,1109,690,fixation,fixation,fixation
203.92,1101,682,fixation,fixation,fixation
203.93,1113,660,fixation,fixation,fixation
203.94,1110,650,fixation,fixation,fixation
203.95,1042,673,saccade,saccade,fixation
203.96,935,632,saccade,saccade,saccade
203.97,658,659,outlier,saccade,saccade
203.99,438,755,outlier,saccade,saccade
204.00,322,782,saccade,saccade,saccade
204.00,247,694,saccade,saccade,saccade
204.01,218,677,saccade,fixation,fixation
204.03,215,684,saccade,fixation,fixation
204.04,196,669,outlier,fixation,fixation
204.05,235,659,outlier,fixation,fixation
204.06,254,675,outlier,fixation,fixation
204.07,213,665,outlier,saccade,fixation
204.08,210,660,outlier,fixation,fixation
204.09,202,656,outlier,fixation,fixation
204.10,231,673,saccade,fixation,fixation
204.10,227,677,saccade,fixation,fixation
204.11,233,684,fixation,fixation,fixation
204.12,231,688,fixation,fixation,fixation
204.13,240,685,fixation,fixation,fixation
204.14,191,717,fixation,saccade,fixation
204.15,268,640,fixation,saccade,fixation
204.15,222,688,fixation,saccade,fixation
204.16,185,730,fixation,saccade,fixation
204.17,233,684,fixation,saccade,fixation
204.18,203,653,saccade,saccade,fixation
204.19,121,674,saccade,saccade,saccade
204.20,188,724,fixation,saccade,saccade
204.20,197,662,fixation,saccade,saccade
204.21,170,723,fixation,saccade,saccade
204.22,196,585,fixation,saccade,saccade
204.23,194,655,fixation,saccade,saccade
204.24,144,712,fixation,saccade,saccade
204.25,192,647,fixation,saccade,saccade
204.26,200,718,fixation,saccade,saccade
204.27,210,657,fixation,saccade,saccade
204.28,217,661,fixation,fixation,saccade
204.29,189,707,fixation,saccade,saccade
204.30,213,687,fixation,fixation,saccade
204.30,208,667,fixation,fixation,saccade
204.31,197,748,fixation,saccade,saccade
204.32,227,578,fixation,saccade,saccade
204.33,205,658,fixation,saccade,saccade
204.34,223,664,fixation,fixation,saccade
204.35,280,572,saccade,saccade,saccade
204.45,438,625,saccade,fixation,saccade
204.46,470,735,saccade,saccade,saccade
204.47,400,672,saccade,saccade,saccade
204.48,381,701,outlier,fixation,saccade
204.49,420,686,saccade,saccade,saccade
204.50,480,589,saccade,saccade,saccade
204.50,450,719,saccade,saccade,saccade
204.51,417,814,outlier,saccade,saccade
204.52,457,574,outlier,saccade,saccade
204.53,446,721,outlier,saccade,saccade
204.54,431,760,saccade,saccade,saccade
204.55,434,769,saccade,fixation,saccade
204.55,433,702,saccade,saccade,saccade
204.56,417,693,saccade,fixation,saccade
204.57,419,690,outlier,fixation,saccade
204.58,427,767,saccade,saccade,saccade
204.59,386,828,saccade,saccade,saccade
204.60,411,754,outlier,saccade,saccade
204.62,381,746,saccade,saccade,saccade
204.63,399,851,saccade,saccade,saccade
204.64,402,871,saccade,fixation,saccade
204.65,343,801,saccade,saccade,saccade
204.67,387,808,saccade,saccade,saccade
204.68,380,806,saccade,fixation,saccade
204.69,413,827,outlier,saccade,saccade
204.70,392,840,saccade,fixation,saccade
204.70,389,837,outlier,fixation,saccade
204.71,405,860,outlier,fixation,saccade
204.72,411,751,outlier,saccade,saccade
204.73,463,891,saccade,saccade,saccade
204.74,462,883,saccade,fixation,saccade
204.75,413,765,saccade,saccade,saccade
204.75,344,758,saccade,saccade,saccade
204.76,286,846,saccade,saccade,saccade
204.77,363,814,saccade,saccade,saccade
204.78,418,860,saccade,saccade,saccade
204.79,336,897,saccade,saccade,saccade
204.80,407,856,outlier,saccade,saccade
204.80,400,817,saccade,saccade,saccade
204.81,330,918,saccade,saccade,saccade
204.82,367,815,saccade,saccade,saccade
204.83,367,828,outlier,fixation,saccade
204.84,396,858,saccade,saccade,saccade
204.85,389,851,saccade,fixation,saccade
204.85,392,869,outlier,fixation,saccade
204.86,421,858,saccade,fixation,saccade
204.88,406,884,saccade,fixation,saccade
204.89,407,892,outlier,fixation,saccade
204.90,343,952,outlier,saccade,saccade
204.90,443,919,outlier,saccade,saccade
204.91,379,875,saccade,saccade,saccade
204.92,369,916,saccade,saccade,saccade
204.93,276,947,outlier,saccade,saccade
204.94,386,902,outlier,saccade,saccade
204.95,353,866,saccade,saccade,saccade
204.95,263,929,outlier,saccade,saccade
204.96,331,884,outlier,saccade,saccade
204.97,359,880,saccade,fixation,saccade
204.98,438,878,saccade,saccade,saccade
204.99,416,873,saccade,fixation,saccade
205.00,445,792,outlier,saccade,saccade
205.00,388,863,outlier,saccade,saccade
205.01,407,865,outlier,fixation,saccade
205.02,400,862,outlier,fixation,saccade
205.03,404,865,outlier,fixation,saccade
205.04,405,863,outlier,fixation,saccade
205.05,406,859,outlier,fixation,saccade
205.05,412,889,saccade,fixation,saccade
205.06,421,900,saccade,fixation,saccade
205.07,413,894,outlier,fixation,saccade
205.08,428,883,outlier,fixation,saccade
205.09,455,896,saccade,fixation,saccade
205.10,524,862,saccade,saccade,saccade
205.10,427,878,saccade,saccade,saccade
205.11,428,871,saccade,fixation,saccade
205.12,380,860,saccade,saccade,saccade
205.13,385,864,saccade,fixation,saccade
205.14,402,885,saccade,fixation,saccade
205.15,431,893,saccade,fixation,saccade
205.15,490,923,saccade,saccade,saccade
205.16,519,908,saccade,fixation,saccade
205.17,622,927,saccade,saccade,fixation
205.18,641,908,saccade,fixation,fixation
205.19,613,913,fixation,fixation,fixation
205.20,555,932,fixation,saccade,fixation
205.20,605,922,fixation,saccade,fixation
205.21,655,915,fixation,saccade,fixation
205.22,639,915,fixation,fixation,fixation
205.23,634,923,fixation,fixation,fixation
205.24,630,934,fixation,fixation,fixation
205.25,613,928,fixation,fixation,fixation
205.25,568,933,fixation,saccade,fixation
205.26,611,913,fixation,saccade,fixation
205.27,625,918,fixation,fixation,fixation
205.28,634,925,fixation,fixation,fixation
205.29,673,905,saccade,saccade,fixation
205.30,666,893,saccade,fixation,fixation
205.30,753,827,outlier,saccade,saccade
205.31,626,901,outlier,saccade,saccade
205.32,649,936,saccade,saccade,saccade
205.33,653,925,saccade,fixation,saccade
205.34,661,931,outlier,fixation,saccade
205.35,643,938,outlier,fixation,saccade
205.35,651,935,outlier,fixation,saccade
205.36,631,956,outlier,fixation,saccade
205.37,652,906,saccade,saccade,saccade
205.38,635,901,saccade,fixation,saccade
205.39,647,884,outlier,fixation,saccade
205.40,613,884,saccade,fixation,saccade
205.40,622,905,outlier,fixation,saccade
205.41,616,761,saccade,saccade,saccade
205.42,590,852,saccade,saccade,saccade
205.43,586,872,outlier,fixation,saccade
205.44,599,887,saccade,fixation,saccade
205.45,589,889,outlier,fixation,saccade
205.45,604,883,outlier,fixation,saccade
205.46,603,888,outlier,fixation,saccade
205.47,601,900,outlier,fixation,saccade
205.48,497,970,outlier,saccade,saccade
205.49,621,896,outlier,saccade,fixation
205.50,660,900,saccade,saccade,fixation
205.50,647,919,saccade,fixation,fixation
205.51,618,913,saccade,fixation,fixation
205.52,603,916,saccade,fixation,fixation
205.53,616,922,fixation,fixation,fixation
205.54,641,925,fixation,fixation,fixation
205.55,622,912,fixation,fixation,fixation
205.55,638,890,fixation,fixation,fixation
205.56,615,927,fixation,saccade,fixation
205.57,649,941,fixation,saccade,fixation
205.58,634,909,fixation,saccade,fixation
205.59,648,917,fixation,fixation,fixation
205.60,625,903,fixation,fixation,fixation
205.60,643,934,fixation,saccade,fixation
205.61,632,932,fixation,fixation,fixation
205.62,555,949,fixation,saccade,fixation
205.63,578,914,saccade,saccade,fixation
205.64,492,890,saccade,saccade,saccade
205.65,364,834,saccade,saccade,saccade
205.65,351,887,saccade,saccade,saccade
205.66,395,842,saccade,saccade,saccade
205.67,400,832,saccade,fixation,saccade
205.68,401,896,fixation,saccade,saccade
205.69,429,847,fixation,saccade,saccade
205.70,467,857,fixation,saccade,saccade
205.70,398,832,fixation,saccade,saccade
205.71,396,832,fixation,fixation,saccade
205.72,382,846,fixation,fixation,saccade
205.73,435,868,fixation,saccade,saccade
205.74,388,851,fixation,saccade,saccade
205.75,391,916,fixation,saccade,saccade
205.75,440,885,fixation,saccade,saccade
205.76,406,848,fixation,saccade,saccade
205.77,248,861,fixation,saccade,saccade
205.78,395,914,saccade,saccade,saccade
205.79,446,849,saccade,saccade,saccade
205.80,446,850,saccade,fixation,saccade
205.81,401,833,saccade,saccade,saccade
205.82,325,879,saccade,saccade,saccade
205.83,365,815,saccade,saccade,saccade
205.84,380,812,saccade,fixation,saccade
205.85,288,868,fixation,saccade,saccade
205.85,416,826,fixation,saccade,saccade
205.86,389,815,fixation,fixation,saccade
205.87,314,889,fixation,saccade,saccade
205.88,383,797,fixation,saccade,saccade
205.89,366,797,fixation,fixation,saccade
205.90,243,832,fixation,saccade,saccade
205.90,257,849,fixation,fixation,saccade
205.91,367,847,saccade,saccade,saccade
205.92,322,874,saccade,saccade,saccade
205.93,329,804,saccade,saccade,saccade
205.94,376,811,saccade,saccade,saccade
205.95,348,820,outlier,fixation,saccade
205.95,341,812,outlier,fixation,saccade
205.96,331,817,outlier,fixation,saccade
205.97,291,862,outlier,saccade,saccade
205.98,351,802,saccade,saccade,saccade
205.99,382,826,saccade,saccade,saccade
206.00,439,771,outlier,saccade,saccade
206.00,344,867,outlier,saccade,saccade
206.01,392,815,outlier,saccade,saccade
206.02,361,818,saccade,fixation,saccade
206.03,315,876,saccade,saccade,saccade
206.04,299,876,outlier,fixation,saccade
206.05,457,825,outlier,saccade,saccade
206.05,296,878,saccade,saccade,saccade
206.06,388,850,outlier,saccade,saccade
206.07,357,827,saccade,saccade,saccade
206.08,242,843,outlier,saccade,saccade
206.09,340,825,saccade,saccade,saccade
206.10,271,780,saccade,saccade,saccade
206.10,329,798,outlier,saccade,saccade
206.11,358,791,saccade,fixation,saccade
206.12,306,886,saccade,saccade,saccade
206.13,364,783,outlier,saccade,saccade
206.14,370,807,outlier,fixation,saccade
206.15,363,805,outlier,fixation,saccade
206.15,237,873,saccade,saccade,saccade
206.16,330,779,saccade,saccade,saccade
206.17,294,887,saccade,saccade,saccade
206.18,306,885,outlier,fixation,saccade
206.19,289,813,saccade,saccade,saccade
206.20,278,862,saccade,saccade,saccade
206.20,336,773,saccade,saccade,saccade
206.21,373,780,saccade,saccade,saccade
206.22,373,797,saccade,fixation,saccade
206.23,393,908,saccade,saccade,saccade
206.24,381,813,saccade,saccade,saccade
206.25,390,821,outlier,fixation,saccade
206.25,378,799,outlier,fixation,saccade
206.26,404,836,outlier,saccade,saccade
206.27,356,865,saccade,saccade,saccade
206.35,989,755,saccade,saccade,saccade
206.36,1115,808,saccade,saccade,saccade
206.37,1157,800,saccade,saccade,saccade
206.38,1326,813,saccade,saccade,saccade
206.39,1301,823,saccade,fixation,saccade
206.40,1242,846,saccade,saccade,saccade
206.40,1266,774,saccade,saccade,saccade
206.41,1279,761,saccade,fixation,saccade
206.42,1283,764,saccade,fixation,saccade
206.43,1313,798,saccade,saccade,saccade
206.44,1301,817,saccade,fixation,saccade
206.45,1339,761,saccade,saccade,saccade
206.45,1310,762,saccade,fixation,saccade
206.46,1347,739,fixation,saccade,saccade
206.47,1199,846,fixation,saccade,saccade
206.48,1346,778,fixation,saccade,saccade
206.49,1337,750,fixation,fixation,saccade
206.50,1351,803,fixation,fixation,saccade
206.51,1272,824,fixation,saccade,saccade
206.52,1359,743,fixation,saccade,saccade
206.53,1340,746,fixation,fixation,saccade
206.54,1306,775,fixation,saccade,saccade
206.55,1285,803,fixation,fixation,saccade
206.55,1329,749,fixation,saccade,saccade
206.56,1303,811,saccade,saccade,saccade
206.57,1261,836,saccade,saccade,saccade
206.58,1328,793,saccade,saccade,saccade
206.59,1336,793,saccade,fixation,saccade
206.60,1241,818,fixation,saccade,saccade
206.60,1338,790,fixation,saccade,saccade
206.61,1233,840,fixation,saccade,saccade
206.62,1253,846,fixation,fixation,saccade
206.63,1321,812,fixation,saccade,saccade
206.64,1281,820,fixation,saccade,saccade
206.65,1278,790,fixation,fixation,saccade
206.65,1353,785,fixation,saccade,saccade
206.66,1243,817,fixation,saccade,saccade
206.67,1235,839,fixation,fixation,saccade
206.68,1376,788,fixation,saccade,saccade
206.69,1333,807,fixation,saccade,saccade
206.70,1255,806,fixation,saccade,saccade
206.70,1312,803,fixation,saccade,saccade
206.71,1269,819,fixation,saccade,saccade
206.72,1275,850,fixation,fixation,saccade
206.73,1346,825,saccade,saccade,saccade
206.74,1357,809,saccade,fixation,saccade
206.75,1543,751,saccade,saccade,saccade
206.76,1433,764,saccade,saccade,saccade
206.77,1525,731,saccade,saccade,saccade
206.78,1490,751,saccade,saccade,saccade
206.79,1539,752,saccade,saccade,saccade
206.80,1542,721,saccade,fixation,saccade
206.80,1564,652,saccade,saccade,saccade
206.81,1534,606,saccade,saccade,saccade
206.82,1550,678,saccade,saccade,saccade
206.83,1529,681,saccade,fixation,saccade
206.84,1519,693,saccade,fixation,saccade
206.85,1519,709,outlier,fixation,saccade
206.85,1590,660,saccade,saccade,saccade
206.86,1497,695,saccade,saccade,saccade
206.87,1572,666,outlier,saccade,saccade
206.88,1553,664,outlier,fixation,saccade
206.89,1512,700,outlier,saccade,saccade
206.90,1561,683,outlier,saccade,saccade
206.90,1513,707,outlier,saccade,saccade
206.91,1516,707,outlier,fixation,saccade
206.92,1577,654,saccade,saccade,saccade
206.93,1602,638,saccade,fixation,saccade
206.94,1527,712,saccade,saccade,saccade
206.95,1579,689,saccade,saccade,saccade
206.95,1539,717,saccade,saccade,saccade
206.96,1536,746,saccade,fixation,saccade
206.97,1572,674,saccade,saccade,saccade
206.98,1596,645,saccade,saccade,saccade
206.99,1523,748,outlier,saccade,saccade
207.00,1580,687,outlier,saccade,saccade
207.00,1602,690,outlier,fixation,saccade
207.01,1524,728,outlier,saccade,saccade
207.02,1611,680,outlier,saccade,saccade
207.03,1566,638,saccade,saccade,saccade
207.04,1483,691,saccade,saccade,saccade
207.05,1500,615,saccade,saccade,saccade
207.05,1415,583,saccade,saccade,saccade
207.06,1345,630,saccade,saccade,saccade
207.07,1406,571,fixation,saccade,saccade
207.08,1423,597,fixation,fixation,saccade
207.09,1341,633,fixation,saccade,saccade
207.10,1417,585,fixation,saccade,saccade
207.10,1415,574,fixation,fixation,saccade
207.11,1317,650,fixation,saccade,saccade
207.12,1408,580,fixation,saccade,saccade
207.13,1425,571,fixation,fixation,saccade
207.14,1379,607,saccade,saccade,saccade
207.15,1437,550,outlier,saccade,saccade
207.15,1423,591,saccade,saccade,saccade
207.16,1333,651,saccade,saccade,saccade
207.17,1408,606,fixation,saccade,saccade
207.18,1403,565,fixation,saccade,saccade
207.19,1347,635,fixation,saccade,saccade
207.20,1402,571,fixation,saccade,saccade
207.20,1404,578,fixation,fixation,saccade
207.21,1336,652,fixation,saccade,saccade
207.22,1399,574,fixation,saccade,saccade
207.23,1399,577,fixation,fixation,saccade
207.24,1343,639,fixation,saccade,saccade
207.25,1382,611,saccade,saccade,saccade
207.25,1422,601,saccade,saccade,saccade
207.26,1427,631,saccade,fixation,saccade
207.27,1564,584,saccade,saccade,saccade
207.28,1716,539,saccade,saccade,saccade
207.29,1638,612,saccade,saccade,saccade
207.30,1657,633,saccade,fixation,saccade
207.30,1731,557,outlier,saccade,saccade
207.31,1659,645,outlier,saccade,saccade
207.32,1665,637,outlier,fixation,saccade
207.33,1775,569,outlier,saccade,saccade
207.34,1645,642,outlier,saccade,saccade
207.35,1685,592,saccade,saccade,saccade
207.35,1686,594,saccade,fixation,saccade
207.36,1640,627,outlier,saccade,saccade
207.37,1706,555,saccade,saccade,saccade
207.38,1699,560,saccade,fixation,saccade
207.39,1620,627,outlier,saccade,saccade
207.40,1633,616,outlier,fixation,saccade
207.40,1739,511,saccade,saccade,saccade
207.41,1688,529,saccade,saccade,saccade
207.42,1702,558,saccade,fixation,saccade
207.43,1695,556,saccade,fixation,saccade
207.44,1667,578,saccade,saccade,saccade
207.45,1756,549,saccade,saccade,saccade
207.45,1753,545,outlier,fixation,saccade
207.46,1711,550,outlier,saccade,saccade
207.47,1751,548,outlier,saccade,saccade
207.48,1740,555,outlier,fixation,saccade
207.49,1704,564,outlier,saccade,saccade
207.50,1765,544,outlier,saccade,saccade
207.50,1768,554,outlier,fixation,saccade
207.51,1694,559,saccade,saccade,saccade
207.52,1719,586,saccade,saccade,saccade
207.53,1724,579,outlier,fixation,saccade
207.54,1736,558,saccade,fixation,saccade
207.55,1740,553,outlier,fixation,saccade
207.55,1697,575,outlier,saccade,saccade
207.56,1731,565,saccade,saccade,saccade
207.57,1555,629,saccade,saccade,saccade
207.58,1380,698,saccade,saccade,saccade
207.59,1291,732,saccade,saccade,saccade
207.60,1256,766,saccade,saccade,fixation
207.62,1264,759,fixation,fixation,fixation
207.63,1259,770,fixation,fixation,fixation
207.64,1246,773,fixation,fixation,fixation
207.65,1241,765,fixation,fixation,fixation
207.65,1241,760,fixation,fixation,fixation
207.66,1228,767,fixation,fixation,fixation
207.67,1230,751,fixation,fixation,fixation
207.68,1251,742,saccade,fixation,fixation
207.69,1247,738,fixation,fixation,fixation
207.70,1243,739,fixation,fixation,fixation
207.70,1243,737,fixation,fixation,fixation
207.71,1255,734,fixation,fixation,fixation
207.72,1252,712,fixation,fixation,fixation
207.73,1231,717,fixation,fixation,fixation
207.74,1175,806,fixation,saccade,saccade
207.75,1227,728,fixation,saccade,saccade
207.75,1244,723,fixation,fixation,saccade
207.76,1186,816,fixation,saccade,saccade
207.77,1189,800,fixation,fixation,saccade
207.78,1235,755,fixation,saccade,saccade
207.79,1188,779,fixation,saccade,saccade
207.80,1207,815,fixation,saccade,saccade
207.80,1204,816,fixation,fixation,saccade
207.81,1265,724,fixation,saccade,saccade
207.82,1178,814,fixation,saccade,saccade
207.83,1190,814,fixation,fixation,saccade
207.84,1196,811,fixation,fixation,saccade
207.85,1243,693,saccade,saccade,saccade
207.85,1220,812,saccade,saccade,saccade
207.86,1211,819,outlier,fixation,saccade
207.87,1200,811,outlier,fixation,saccade
207.88,1269,722,saccade,saccade,saccade
207.89,1189,806,saccade,saccade,saccade
207.90,1267,724,outlier,saccade,saccade
207.90,1271,694,outlier,fixation,saccade
207.91,1169,808,outlier,saccade,saccade
207.92,1192,784,outlier,fixation,saccade
207.93,1269,727,saccade,saccade,saccade
207.94,1183,810,saccade,saccade,saccade
207.95,1269,737,outlier,saccade,saccade
207.95,1273,748,outlier,fixation,saccade
207.96,1170,810,outlier,saccade,saccade
207.97,1250,741,outlier,saccade,saccade
207.98,1251,646,saccade,saccade,saccade
207.99,1078,794,saccade,saccade,saccade
208.00,1042,734,saccade,saccade,saccade
208.00,763,652,saccade,saccade,saccade
208.01,633,841,saccade,saccade,saccade
208.02,633,750,saccade,saccade,saccade
208.03,630,738,saccade,fixation,saccade
208.04,582,825,outlier,saccade,saccade
208.05,611,737,outlier,saccade,saccade
208.05,616,744,outlier,fixation,saccade
208.06,572,832,outlier,saccade,saccade
208.07,630,752,outlier,saccade,saccade
208.08,608,770,saccade,fixation,saccade
208.09,598,838,saccade,saccade,saccade
208.10,619,776,fixation,saccade,fixation
208.10,623,787,fixation,fixation,fixation
208.11,600,839,fixation,saccade,fixation
208.12,605,792,fixation,saccade,fixation
208.13,599,783,fixation,fixation,fixation
208.14,580,815,fixation,saccade,fixation
208.15,596,772,fixation,saccade,fixation
208.15,606,760,fixation,fixation,fixation
208.16,556,818,fixation,saccade,fixation
208.17,615,767,fixation,saccade,fixation
208.18,607,773,fixation,fixation,fixation
208.19,602,834,fixation,saccade,fixation
208.20,624,784,fixation,saccade,fixation
208.20,623,789,fixation,fixation,fixation
208.21,551,841,saccade,saccade,fixation
208.22,565,773,saccade,saccade,fixation
208.23,509,686,saccade,saccade,saccade
208.24,374,819,saccade,saccade,saccade
208.25,395,716,saccade,saccade,saccade
208.25,148,640,saccade,saccade,saccade
208.26,121,742,saccade,saccade,saccade
208.27,142,642,fixation,saccade,saccade
208.28,137,679,fixation,saccade,saccade
208.29,69,714,fixation,saccade,saccade
208.30,154,682,fixation,saccade,saccade
208.30,112,738,fixation,saccade,saccade
208.31,135,732,fixation,fixation,saccade
208.32,201,619,fixation,saccade,saccade
208.33,143,737,fixation,saccade,saccade
208.34,147,744,fixation,fixation,saccade
208.35,104,666,fixation,saccade,saccade
208.35,154,743,saccade,saccade,saccade
208.36,149,753,saccade,fixation,saccade
208.37,134,695,saccade,saccade,saccade
208.38,80,707,saccade,saccade,saccade
208.39,147,695,outlier,saccade,saccade
208.40,151,688,outlier,fixation,saccade
208.40,127,724,outlier,saccade,saccade
208.41,133,679,outlier,saccade,saccade
208.42,140,685,outlier,fixation,saccade
208.43,205,706,saccade,saccade,saccade
208.44,180,689,saccade,fixation,fixation
208.45,184,686,outlier,fixation,fixation
208.45,170,687,outlier,fixation,fixation
208.46,173,687,outlier,fixation,fixation
208.47,165,691,outlier,fixation,fixation
208.48,190,710,outlier,fixation,fixation
208.49,180,688,outlier,fixation,fixation
208.50,170,673,outlier,fixation,fixation
208.50,161,652,saccade,fixation,fixation
208.51,160,648,outlier,fixation,fixation
208.52,161,650,outlier,fixation,fixation
208.53,121,734,outlier,saccade,fixation
208.54,149,641,outlier,saccade,fixation
208.55,158,643,outlier,fixation,fixation
208.55,196,689,saccade,saccade,fixation
208.56,168,691,saccade,fixation,fixation
208.57,160,691,outlier,fixation,fixation
208.58,155,665,saccade,fixation,fixation
208.59,152,661,saccade,fixation,fixation
208.60,151,657,fixation,fixation,fixation
208.60,152,656,fixation,fixation,fixation
208.61,168,657,fixation,fixation,fixation
208.62,169,654,fixation,fixation,fixation
208.63,165,645,fixation,fixation,fixation
208.64,87,705,fixation,saccade,saccade
208.65,164,645,fixation,saccade,saccade
208.65,175,678,fixation,fixation,saccade
208.66,141,663,fixation,saccade,saccade
208.67,140,659,fixation,fixation,saccade
208.68,166,655,fixation,fixation,saccade
208.69,141,648,saccade,fixation,saccade
208.70,173,645,saccade,fixation,saccade
208.70,287,698,saccade,saccade,saccade
208.71,277,711,saccade,fixation,saccade
208.72,519,660,saccade,saccade,saccade
208.73,641,696,saccade,saccade,saccade
208.74,696,721,saccade,saccade,saccade
208.75,751,674,saccade,saccade,saccade
208.75,734,679,saccade,fixation,fixation
208.76,722,727,fixation,saccade,fixation
208.77,731,651,fixation,saccade,fixation
208.78,757,670,fixation,fixation,fixation
208.79,716,721,fixation,saccade,fixation
208.80,755,664,fixation,saccade,fixation
208.80,732,653,fixation,fixation,fixation
208.81,692,707,fixation,saccade,fixation
208.82,736,637,fixation,saccade,fixation
208.83,754,640,fixation,fixation,fixation
208.84,720,717,fixation,saccade,fixation
208.85,751,656,fixation,saccade,fixation
208.85,748,668,fixation,fixation,fixation
208.86,696,718,fixation,saccade,fixation
208.87,741,649,fixation,saccade,fixation
208.88,754,648,fixation,fixation,fixation
208.89,729,735,fixation,saccade,fixation
208.90,746,650,fixation,saccade,fixation
208.90,745,653,fixation,fixation,fixation
208.91,700,699,fixation,saccade,fixation
208.92,740,655,fixation,saccade,fixation
208.93,703,651,saccade,saccade,fixation
208.94,703,676,outlier,fixation,fixation
208.95,749,664,saccade,saccade,fixation
208.95,749,655,saccade,fixation,fixation
208.96,704,698,fixation,saccade,fixation
208.97,764,658,fixation,saccade,fixation
